Langage,Nom,Type,Description,Étoiles,Connu,Maîtrise,Priorité_apprentissage,Objectif_personnel
Java,starrocks,Data,"The world's fastest open query engine for sub-second analytics both on and off the data lakehouse. With the flexibility to support nearly any scenario, StarRocks provides best-in-class performance for multi-dimensional analytics, real-time analytics, and ad-hoc queries. A Linux Foundation project.",2,,,,
Java,AutoJs6,Web,安卓平台 JavaScript 自动化工具 (Auto.js 二次开发项目),3,,,,
Java,termux-api,API,Termux add-on app which exposes device functionality as API to command line programs.,3,,,,
Java,aeron,Autre,"Efficient reliable UDP unicast, UDP multicast, and IPC message transport",6,,,,
Java,flowable-engine,Autre,"A compact and highly efficient workflow and Business Process Management (BPM) platform for developers, system admins and business users.",0,,,,
Java,gravitino,Data,"World's most powerful open data catalog for building a high-performance, geo-distributed and federated metadata lake.",2,,,,
Java,java-design-patterns,Autre,Design patterns implemented in Java,4,,,,
Java,jadx-ai-mcp,API,Plugin for JADX to integrate MCP server,5,,,,
Java,strimzi-kafka-operator,Autre,Apache Kafka® running on Kubernetes,3,,,,
Java,NewPipe,Autre,A libre lightweight streaming front-end for Android.,111,,,,
Jupyter,finvizfinance,Autre,Finviz analysis python library.,9,,,,
Jupyter,udlbook,ML,Understanding Deep Learning - Simon J.D. Prince,7,,,,
Jupyter,amazon-bedrock-agentcore-samples,ML,"Amazon Bedrock Agentcore accelerates AI agents into production with the scale, reliability, and security, critical to real-world deployment.",3,,,,
Jupyter,self-llm,NLP,《开源大模型食用指南》针对中国宝宝量身打造的基于Linux环境快速微调（全参数/Lora）、部署国内外开源大模型（LLM）/多模态大模型（MLLM）教程,22,,,,
Jupyter,introtodeeplearning,ML,Lab Materials for MIT 6.S191: Introduction to Deep Learning,1,,,,
Jupyter,medgemma,Autre,Pas de description,5,,,,
Jupyter,mlops-zoomcamp,Data,Free MLOps course from DataTalks.Club,4,,,,
Jupyter,Grounded-SAM-2,Autre,"Grounded SAM 2: Ground and Track Anything in Videos with Grounding DINO, Florence-2 and SAM 2",0,,,,
Jupyter,langchain-academy,Autre,Pas de description,3,,,,
Jupyter,mml-book.github.io,Web,"Companion webpage to the book ""Mathematics For Machine Learning""",6,,,,
Python,wifi-densepose,Autre,Pas de description,2152,,,,
Python,hermes-agent,Autre,Pas de description,182,,,,
Python,datagouv-mcp,Autre,Pas de description,115,,,,
Python,MobileAgent,Autre,Pas de description,45,,,,
Python,OpenSandbox,Autre,Pas de description,349,,,,
Python,PageIndex,Autre,Pas de description,426,,,,
Python,agentic-design-patterns-cn,Autre,Pas de description,33,,,,
Python,hello-agents,Autre,Pas de description,603,,,,
Python,wifite2,Autre,Pas de description,9,,,,
Python,FunASR,Autre,Pas de description,11,,,,
Python,awesome-claude-skills,Autre,Pas de description,306,,,,
Python,rsl_rl,Autre,Pas de description,3,,,,
Python,Agent-Skills-for-Context-Engineering,Autre,Pas de description,470,,,,
JavaScript,ai-guide,Autre,Pas de description,191,,,,
JavaScript,firefox,Autre,Pas de description,12,,,,
JavaScript,parse-server,Autre,Pas de description,3,,,,
JavaScript,xiaozhi-esp32-server,Autre,Pas de description,16,,,,
JavaScript,SingleFile,Autre,Pas de description,21,,,,
JavaScript,sublink-worker,Autre,Pas de description,12,,,,
JavaScript,agent-skills,Autre,Pas de description,143,,,,
JavaScript,easy-vibe,Autre,Pas de description,22,,,,
Rust,SpacetimeDB,Autre,Pas de description,311,,,,
Rust,ruvector,Autre,Pas de description,247,,,,
Rust,sccache,Autre,Pas de description,9,,,,
Rust,gitbutler,Autre,Pas de description,19,,,,
Rust,rolldown,Autre,Pas de description,4,,,,
Rust,kiro.rs,Autre,Pas de description,7,,,,
Rust,axum,Autre,Pas de description,17,,,,
Go,sub2api,Autre,Pas de description,98,,,,
Go,glow,Autre,Pas de description,49,,,,
Go,trufflehog,Autre,Pas de description,28,,,,
Go,xiaohongshu-mcp,Autre,Pas de description,119,,,,
Go,containerd,Autre,Pas de description,10,,,,
Go,go-stock,Autre,Pas de description,25,,,,
Go,vikunja,Autre,Pas de description,24,,,,
Go,oapi-codegen,Autre,Pas de description,4,,,,
Go,Scriberr,Autre,Pas de description,11,,,,
Go,gateway-api,Autre,Pas de description,3,,,,
TypeScript,airi,Autre,Pas de description,1065,,,,
TypeScript,ruflo,Autre,Pas de description,928,,,,
TypeScript,deer-flow,Autre,Pas de description,899,,,,
TypeScript,superset,Autre,Pas de description,181,,,,
TypeScript,playwright-cli,Autre,Pas de description,139,,,,
TypeScript,GitNexus,Autre,Pas de description,582,,,,
TypeScript,awesome-ai-system-prompts,Autre,Pas de description,28,,,,
TypeScript,Auto-Claude,Autre,Pas de description,63,,,,
TypeScript,UI-TARS-desktop,Autre,Pas de description,35,,,,
TypeScript,docs,Autre,Pas de description,11,,,,
TypeScript,aily-blockly,Autre,Pas de description,101,,,,
TypeScript,banana-slides,Autre,Pas de description,45,,,,
TypeScript,char,Autre,Pas de description,18,,,,
TypeScript,tldraw,Autre,Pas de description,33,,,,
TypeScript,oh-my-opencode,Autre,Pas de description,400,,,,
TypeScript,manifest,Autre,Pas de description,20,,,,
Java,agentscope-java,Autre,Pas de description,13,,,,
Java,dbeaver,Autre,Pas de description,23,,,,
Java,dataease,Autre,Pas de description,9,,,,
Java,langchain4j-examples,Autre,Pas de description,1,,,,
Java,CordysCRM,Autre,Pas de description,9,,,,
Java,HikariCP,Autre,Pas de description,1,,,,
Java,opentelemetry-java-instrumentation,Autre,Pas de description,2,,,,
Java,WxJava,Autre,Pas de description,5,,,,
Java,WaEnhancer,Autre,Pas de description,1,,,,
Jupyter,poly_data,Autre,Pas de description,13,,,,
Jupyter,recipes,Autre,Pas de description,2,,,,
Jupyter,llm-universe,Autre,Pas de description,14,,,,
Jupyter,lama,Autre,Pas de description,1,,,,
Jupyter,audiocraft,Autre,Pas de description,4,,,,
Jupyter,dinov3,Autre,Pas de description,5,,,,
Python,claude-howto,Autre,Pas de description,2390,,,,
Python,VibeVoice,Autre,Pas de description,3863,,,,
Python,sherlock,Autre,Pas de description,865,,,,
Python,ChatDev,Autre,Pas de description,84,,,,
Python,hackingtool,Autre,Pas de description,309,,,,
Python,timesfm,Autre,Pas de description,495,,,,
Python,OpenBB,Autre,Pas de description,506,,,,
Python,cai,Autre,Pas de description,30,,,,
Python,khoj,Autre,Pas de description,43,,,,
Python,Matrix-Game,Autre,Pas de description,9,,,,
JavaScript,everything-claude-code,Autre,Pas de description,6377,,,,
JavaScript,anything-llm,Autre,Pas de description,99,,,,
JavaScript,SillyTavern,Autre,Pas de description,54,,,,
JavaScript,claude-code-showcase,Autre,Pas de description,37,,,,
JavaScript,Ghost,Autre,Pas de description,43,,,,
JavaScript,GSAP,Autre,Pas de description,27,,,,
JavaScript,Dispatcharr,Autre,Pas de description,9,,,,
JavaScript,Iosevka,Autre,Pas de description,22,,,,
JavaScript,freemail,Autre,Pas de description,26,,,,
Rust,screenpipe,Autre,Pas de description,172,,,,
Rust,zellij,Autre,Pas de description,76,,,,
Rust,koharu,Autre,Pas de description,347,,,,
Rust,open-tv,Autre,Pas de description,39,,,,
Rust,Codex-Manager,Autre,Pas de description,43,,,,
Rust,polars,Autre,Pas de description,12,,,,
Go,waveterm,Autre,Pas de description,83,,,,
Go,harness,Autre,Pas de description,68,,,,
Go,feishu-cli,Autre,Pas de description,36,,,,
Go,seanime,Autre,Pas de description,106,,,,
Go,blocky,Autre,Pas de description,59,,,,
Go,mkcert,Autre,Pas de description,16,,,,
Go,ds2api,Autre,Pas de description,38,,,,
Go,yq,Autre,Pas de description,12,,,,
Go,gateway,Autre,Pas de description,5,,,,
Go,lego,Autre,Pas de description,18,,,,
Go,wails,Autre,Pas de description,26,,,,
TypeScript,oh-my-claudecode,Autre,Pas de description,1126,,,,
TypeScript,TaxHacker,Autre,Pas de description,318,,,,
TypeScript,claude-mem,Autre,Pas de description,606,,,,
TypeScript,fluxer,Autre,Pas de description,77,,,,
TypeScript,learn-claude-code,Autre,Pas de description,1141,,,,
TypeScript,cloudflare_temp_email,Autre,Pas de description,111,,,,
TypeScript,n8n-mcp,Autre,Pas de description,160,,,,
TypeScript,twenty,Autre,Pas de description,144,,,,
TypeScript,langfuse,Autre,Pas de description,71,,,,
TypeScript,mcporter,Autre,Pas de description,49,,,,
Java,JavaGuide,Autre,Pas de description,37,,,,
Java,questdb,Autre,Pas de description,6,,,,
Java,xpipe,Autre,Pas de description,18,,,,
Java,dd-trace-java,Autre,Pas de description,1,,,,
Java,piko,Autre,Pas de description,15,,,,
Java,NClientV3,Autre,Pas de description,12,,,,
Java,antlr4,Autre,Pas de description,4,,,,
Java,astron-rpa,Autre,Pas de description,30,,,,
Java,lawnchair,Autre,Pas de description,12,,,,
Java,liferay-portal,Autre,Pas de description,0,,,,
Jupyter,handson-mlp,Autre,Pas de description,8,,,,
Jupyter,nn-zero-to-hero,Autre,Pas de description,10,,,,
Jupyter,aliyun_acp_learning,Autre,Pas de description,4,,,,
Jupyter,Made-With-ML,Autre,Pas de description,11,,,,
